ID,Name,SpType,[Fe/H],e[Fe/H],A(Li),eA(Li),Teff_K,eTeff_K,vsini,Age_Ga,eAge_Ga,M_Msol,eM_Msol,logRHK,elogRHK,Prot_d,R_Rsol,N_planets,sum_Mp,Porb_d,a_au,e,logOD,Pl,Nbr.
HD153075,HD 153075  ,G2 V Fe-0.8 CH-0.5,-0.54,0.03,0.87,0.34,5879,55,4.5,10.629,0.915,0.845,0.016,-4.860192951925,0.0556472274250002,14.8104,1.163,,,,,,,N,
HD153276,HD 153276  ,G3V,0.04,0.05,1.99,0.1,5870,85,2.7,6.111,2.444,1.039,0.051,,,,1.273,,,,,,,N,
HD15335,* 13 Tri  ,G0V,-0.14,0.02,2.46,0.1,5900,48,3,6.777,0.238,1.077,0.019,-4.96320253189,0,,1.817,,,,,,,N,
HD15337,HD 15337  ,K1V,0.06,0.03,0.38,,5166,56,2.3,4.262,3.761,0.848,0.03,-4.83774316063,-0.0461306478200001,20,0.884,,,,,,,N,
HD153458,HD 153458  ,G2/3V,0.15,0.03,2.28,0.12,5765,91,0.1,2.592,2.378,1.02,0.036,-4.64888219341,0.114461697029999,1.0305,1.029,,,,,,,N,
HD153627,HD 153627  ,F8,-0.29,0.03,1.68,0.02,5954,47,3.6,9.376,1.111,0.918,0.022,-4.8654587196,0.0433659296899993,16.5044,1.232,,,,,,,N,
HD153851,HD 153851  ,G2/3V,-0.25,0.03,0.02,,5034,46,2.3,4.633,3.893,0.746,0.024,,,,0.76,,,,,,,N,
HD153950,HD 153950  ,F8V,-0.07,0.04,2.56,,5988,75,3.41,6.266,1.206,1.06,0.03,-4.9711,0.0082,27.1518,1.375,1,2.73,499.4,1.28,0.34,7.7402931,Y,1
HD154088,HD 154088  ,K0IV-V,0.3,0.02,,,5339,77,2.067,4.73,3.706,0.952,0.031,-4.92495914567,,,0.994,1,0.0193,18.596,0.1316,0.38,4.2785706,Y,
HD154160,HD 154160  ,G5IV:,0.43,0.03,1.42,0.08,5576,122,1.2,6.425,1.176,1.153,0.039,-4.56857218549,0,5.07074,1.872,,,,,,,N,
HD154195,HD 154195  ,G1V,-0.22,0.1,2.26,0.1,5919,51,3.6,6.457,2.66,0.951,0.05,-4.84040709522,0.0339615772199995,,1.054,,,,,,,N,
HD154345,HD 154345  ,G8V,-0.09,0.02,-0.15,,,57,1.2,1.652,1.736,0.897,0.023,-4.896580005975,0.115231827575,31,0.88,1,1.3,3538,4.3,0.26,12.5229170,Y,1
HD154417,V* V2213 Oph  ,G2/3V,0.03,0.02,2.8,0.02,6021,52,8,1.701,1.291,1.089,0.029,-4.64644675671,0.19224212055,7.8,1.096,,,,,,,N,
HD154672,HD 154672  ,G3IV,0.24,0.07,0.57,,5698,68,3,6.827,1.671,1.076,0.039,-5.0064692657,,14.8104,1.4,1,5.02,163.91,0.6,0.61,5.3573224,Y,1
HD154857,HD 154857  ,G5V,-0.24,0.03,1.64,,5583,77,1.8,5.593,0.382,1.138,0.041,,,,2.398,2,5.82,408.6,1.291,0,5.9083800,Y,2
HD154962,HD 154962  ,G8IV-V,0.32,0.02,2.32,0.02,5753,54,2.04,4.866,0.764,1.231,0.046,,,0.516094,1.832,,,,,,,N,
HD155060,HD 155060  ,F8,-0.11,0.03,2.49,0.03,6016,49,2.7,3.962,1.607,1.028,0.03,-4.85059699877,0,,1.13,,,,,,,N,
HD155358,HD 155358  ,G0,-0.65,0.04,2.14,0.04,5987,72,3.12,10.865,0.685,0.855,0.013,-4.82433303527,,12,1.374,2,1.67,194.3,0.64,0.16,5.9298516,Y,2
HD155358,HD 155358,G0,-0.08,,2.55,0.05,,,3.2,,,,,-4.82433303527,,12,1.374,2,1.67,,,,5.9298516,Y,
HD155423,HD 155423  ,F7V,0.32,0.03,2.26,0.03,6165,71,9,2.446,0.516,1.284,0.017,-4.822655005785,0.129432029275,3.2774,1.559,,,,,,,N,
HD155918,HD 155918  ,G2 V Fe-1.0 CH-0.6,-0.62,0.03,0.89,0.36,5890,32,4.5,10.441,1.039,0.814,0.016,-4.627042085675,-0.0995741423550003,,1.036,,,,,,,N,
HD155968,HD 155968  ,G3V,0.14,0.04,0.86,,5730,55,2.7,2.257,2.019,1.03,0.04,-4.64100640584,-0.0328360559499998,19,1.016,,,,,,,N,
HD155974,HD 155974  ,F5.5 V,-0.16,0.02,2.66,0.06,6282,312,7.2,3.083,2.299,1.156,0.062,,,,1.446,,,,,,,N,
HD156079,HD 156079  ,G3V,0.28,0.05,2.23,0.12,5832,59,,4.815,1.082,1.198,0.05,-4.984799263735,0.0264741374950006,,1.657,,,,,,,N,
HD156274,* 41 Ara  ,G2/3V,-0.34,0.03,0.26,,5607,563,4.5,4.131,3.844,0.785,0.023,-4.99125333729,0.0502122386600004,,0.928,,,,,,,N,
HD156279,HD 156279  ,K0,0.16,0.07,,,5487,98,1.8,3.731,3.406,0.955,0.036,-4.67823422707,-0.21431745686,42,0.979,2,9.71,131.05,0.495,0.23,5.2883134,Y,
HD15632,HD 15632  ,G0,0,0.06,1.37,0.02,5731,34,2.11,3.575,1.988,0.998,0.028,,,,1.02,,,,,,,N,
HD156365,HD 156365  ,G3V,0.29,0.03,2.64,0.03,5839,47,,4.54,0.662,1.255,0.051,-5.198947522015,0.152203645695001,,1.871,,,,,,,N,
HD156411,HD 156411  ,G1V(w),-0.18,0.04,0.5,,5908,32,3.34,4.022,0.088,1.252,0.014,-4.97489143784,-0.0536109209699998,27.1518,2.416,1,0.74,842.2,1.88,0.22,8.2595712,Y,1
HD156423,HD 156423  ,K0V,-0.38,0.05,0.11,,5159,45,2.7,7.471,3.794,0.757,0.023,,,,0.81,,,,,,,N,
HD156668,HD 156668  ,K3V,0.05,,0,,,58,1.1,5.42,4.13,0.774,0.02,-4.98384556268,-0.0261766099400003,1.04328,0.827,1,0.0131,,,,1.9963969,Y,
HD156846,HD 156846  ,F5V,0.25,0.08,1.38,0.14,6082,28,3.21,3.214,0.377,1.36,0.04,-4.522969029315,0.144677832725,,1.997,,,,,,,N,
HD156922,HD 156922  ,G3V,-0.37,0.04,0.51,,5602,62,,11.185,0.44,0.852,0.008,,,,1.057,,,,,,,N,
HD156991,HD 156991  ,G1V,-0.07,0.06,2.39,0.1,5905,56,,2.037,1.884,0.987,0.041,,,,0.947,,,,,,,N,
HD157172,HD 157172  ,G8.5V,0.13,0.02,,,5466,84,0.917,4.361,3.679,0.948,0.033,-4.92249848081,0.00667973564000057,,0.968,1,0.12,104.84,0.416,0.46,6.7924246,Y,
HD157338,HD 157338  ,G2/3V,-0.08,0.01,2.32,0.02,6055,59,2.83,3.519,1.777,1.046,0.033,-4.82026653681,-0.0106356561599998,12,1.198,,,,,,,N,
HD157347,HD 157347  ,G2/3V,0.02,0.01,1.15,0.12,5713,54,1.64,4.36,2.732,0.984,0.033,-4.42985313439,0.0214375479499997,25,1.062,,,,,,,N,
HD157466,HD 157466  ,F8V,-0.42,0.02,2.43,0.02,6085,82,4.5,4.912,2.783,0.935,0.04,-4.70804579437,-0.0478196173400001,29.5334,1.094,,,,,,,N,
HD157691,HD 157691  ,G3/5V,-0.28,0.05,0.64,,5760,121,1.8,5.56,4.026,0.899,0.039,,,,1.027,,,,,,,N,
HD157830,HD 157830  ,G6 V,-0.25,0.01,0.04,,5598,70,1.8,3.128,2.966,0.847,0.029,-4.762802062995,-0.0302892281849996,24,0.854,,,,,,,N,
HD157968,HD 157968  ,F7V,0.16,0.03,1.68,,6320,41,11.1,2.548,0.192,1.39,0.023,-4.83705806387,0.16941120183,,1.925,,,,,,,N,
HD1581,* zet Tuc  ,F9.5 V,-0.19,0.01,2.18,0.02,6028,195,3.03,3.428,3.203,0.983,0.048,-4.59816389295,-0.16722351523,,1.088,,,,,,,N,
HD158633,HD 158633  ,K0V,-0.4,0.02,0.11,,5344,106,0.1,4.045,3.647,0.765,0.023,-5.026809115135,0.0672919012150004,1.02945,0.79,,,,,,,N,
HD158783,HD 158783  ,G3/5V,0.11,0.03,1.16,0.22,5705,47,3.6,8.36,0.94,1.054,0.027,-4.835541901295,-0.022916494015,27.1518,1.574,,,,,,,N,
HD159063,HD 159063  ,G0V,0.22,0.03,2.78,0.02,6248,59,11.7,2.291,0.535,1.286,0.026,-4.724599959015,0.0194996760750001,,1.513,,,,,,,N,
HD159222,HD 159222  ,G2/3V,0.11,0.03,2.03,0.03,5865,42,3.3,1.513,1.19,1.083,0.025,-4.84537075874,0,29.5334,1.118,,,,,,,N,
HD16008,HD 16008  ,G5V,-0.09,0.05,1.62,0.02,5769,62,0.99,2.785,2.407,0.966,0.033,,,,0.956,,,,,,,N,
HD160089,HD 160089  ,F8V,0.07,0.06,2.83,0.1,6098,88,6.3,2.356,1.739,1.147,0.048,,,,1.333,,,,,,,N,
HD160691,* mu. Ara  ,G5V,0.28,0.01,1.16,0.02,5805,197,1.8,3.963,2.93,1.13,0.05,-5.011757383485,-0.0391535509150001,14.04,1.302,4,4.04511,310.55,0.0909,0.0666,6.8680039,Y,4
HD160693,HD 160693  ,G0V,-0.51,0.02,1.15,0.02,5771,183,1.5,7.009,3.97,0.882,0.041,-4.707433633975,-0.0812797401349998,0.931654,1.098,,,,,,,N,
HD161098,HD 161098  ,G8V,-0.27,0.01,0.43,,5626,69,1.843,4.271,3.631,0.853,0.033,-4.73570419424,-0.19925543743,11.4521,0.883,,,,,,,N,
HD161256,HD 161256  ,G6V,0.14,0.04,0.14,,5646,43,1.8,8.924,1.562,1.006,0.035,,,,1.322,,,,,,,N,
HD16141,* 79 Cet  ,G2V,0.16,0.01,1.47,0.11,5734,50,2.4,7.549,0.895,1.084,0.025,-4.741236700995,-0.328745432165,30.3,1.552,1,0.215,75.82,0.35,0.28,5.0594541,Y,1
HD161555,HD 161555  ,G2V,0.13,0.02,2.59,0.02,5849,56,2.9,5.698,0.733,1.17,0.036,-4.903707241835,-0.0526068591349995,16.239,1.892,,,,,,,N,
HD161566,HD 161566  ,G2/3V,-0.26,0.04,0.76,,6152,75,3.87,4.433,0.584,1.179,0.058,,,14.8104,2.092,,,,,,,N,
HD161612,HD 161612  ,G8 V,0.15,0.02,0.41,,5633,70,2,2.077,1.973,1,0.029,-4.927934378955,-0.0387081455950007,,0.994,,,,,,,N,
HD16175,HD 16175  ,G2,0.28,0.1,2.78,0.07,5890,73,4.7,3.876,0.615,1.3,0.045,-4.931739884155,0.0806595462650002,,1.836,1,4.77,995.4,2.148,0.637,8.4045002,Y,1
HD161797,* mu. Her  ,G2/3V,0.29,0.02,1.14,0.02,5375,719,2.7,4.012,3.214,1.181,0.065,-4.830788023185,0.302644539585001,,2.062,,,,,,,N,
HD161848,HD 161848  ,K1/2V,-0.37,0.03,0.21,,5134,65,1.8,5.258,3.989,0.752,0.021,-4.99163723798,0.0278250940399998,41,0.815,,,,,,,N,
HD162004,* psi01 Dra B  ,F8V,-0.1,0.1,2.75,,6213,105,7.3,3.012,1.934,1.119,0.055,-4.835706560445,0.0409939094850005,,1.192,1,1.53,3117,4.43,0.4,11.8108770,Y,1
HD162236,HD 162236  ,G8/K0V,-0.12,0.02,0.05,,5400,87,2.268,3.664,3.463,0.839,0.03,-4.960133550475,0.104183886755,,0.846,,,,,,,N,
HD162255,HD 162255  ,G3V,0.11,0.03,1.48,0.13,5748,34,1.8,7.794,0.832,1.074,0.028,,,,1.567,,,,,,,N,
HD162396,HD 162396  ,G2/3V,-0.35,0.01,2.46,0.1,6101,29,2.84,7.559,0.475,0.99,0.023,-4.92968584586,-0.39862461516,27.1518,1.554,,,,,,,N,
HD162826,HD 162826  ,G2/3V,0.03,0.03,2.63,0.03,6156,50,3.6,3.064,0.924,1.153,0.026,-4.849035872035,0.0981308539249994,,1.337,,,,,,,N,
HD16297,HD 16297  ,G9 V,0,0.02,0.17,,5403,50,1.8,3.542,3.24,0.88,0.034,-4.664165552865,0.076578268285,16,0.867,,,,,,,N,
HD163102,HD 163102  ,F7V,-0.03,0.03,2.82,0.03,6316,63,6.3,2.129,0.86,1.207,0.028,-4.59299723189,0,0.768604,1.376,,,,,,,N,
HD163272,HD 163272  ,G2/3V,0.23,0.03,2.57,0.1,5950,56,3.6,2.982,1.245,1.157,0.029,-4.955322064015,0.0839783937550003,,1.248,,,,,,,N,
HD16382,HD 16382  ,G2V,0.02,0.04,2.01,0.1,5937,45,2.7,3.892,2.192,1.053,0.05,-4.907817016755,-0.0213611996949998,,1.169,,,,,,,N,
HD16417,* lam02 For  ,G1V,0.13,0.01,1.75,0.06,5817,49,2.1,6.198,1.114,1.134,0.04,-4.92550895976,-0.0595582713700002,,1.66,1,0.069,17.24,0.14,0.2,2.6717834,Y,1
HD164509,HD 164509  ,G2V,0.19,0.06,2.3,0.1,5929,110,3.6,1.886,1.734,1.104,0.034,-4.615347620185,-0.212284233735,1.12458,1.18,1,0.48,282.4,0.875,0.26,7.8015566,Y,1
HD164595,HD 164595  ,G2V,-0.07,0.03,1.1,0.09,5762,54,0.1,4.342,2.746,0.968,0.035,-4.90322357178,0.0437606201999996,29.5334,1.014,1,0.0516,40,0.23,0.088,5.2689647,Y,1
HD164604,HD 164604  ,K3.5Vk:,0.03,0.06,,,4684,86,1.8,4.488,3.973,0.748,0.017,-5.00043946226,-0.0818539323600005,,0.815,1,2.7,641.47,1.331,0.35,8.9482266,Y,
HD164922,HD 164922  ,G9 V,0.15,0.03,0.36,,5342,161,0.1,4.669,4.077,0.933,0.034,-4.965829743195,-0.101348971125,,1.026,2,0.3791,75.765,0.3351,0.126,5.5367678,Y,2
HD165131,HD 165131  ,G3/5V,0.06,0.05,1.49,0.12,5867,26,,2.18,1.752,1.049,0.043,,,,1.084,,,,,,,N,
HD165357,HD 165357  ,G3V,0.04,0.04,1.28,0.09,5829,107,,4.253,3.164,1.03,0.043,,,,1.196,,,,,,,N,
HD16536,HD 16536  ,K0V,-0.08,0.05,0.19,,5337,60,,3.71,3.445,0.839,0.032,,,,0.839,,,,,,,N,
HD16548,HD 16548  ,G2/3V,0.22,0.03,2.44,0.03,5660,84,1.16,5.243,0.385,1.215,0.03,-4.45368616047,-0.48375544053,31,2.182,,,,,,,N,
HD165499,* iot Pav  ,G0V,0.01,0.06,2.05,0.1,5950,45,3.5,5.174,1.165,1.063,0.028,-4.82701714392,-0.00596171681999991,19,1.185,,,,,,,N,
HD165920,HD 165920  ,G2/3V,0.27,0.04,0.39,,5332,85,1.6,4.599,3.828,0.94,0.033,-5.314149104655,0.164726416325,,0.986,,,,,,,N,
HD166,HD 166  ,K0V,0.15,0.02,2.38,0.04,5552,120,4.1,2.742,2.756,0.942,0.029,-4.442301678465,0.110438118905,29.5334,0.907,,,,,,,N,
HD166553,HD 166553  ,G1/2V,0.05,0.03,2.38,0.11,5975,442,4.5,3.588,2.938,1.152,0.065,-4.90385055991,0,,3.579,,,,,,,N,
HD1666,HD 1666  ,F7V,-0.2,0.03,,,6265,112,4.5,3.155,0.359,1.32,0.045,-4.83865406842,0.23255473134,,2.083,1,6.43,270,0.94,0.63,5.5629928,Y,
HD166620,HD 166620  ,G2/3V,-0.18,0.02,0.15,,5007,86,2.1,4.813,4.185,0.772,0.022,-4.784451346635,-0.233716189955,42.4,0.814,,,,,,,N,
HD166745,HD 166745  ,G2/3V,0.24,0.05,0.11,,5587,31,2,8.174,1.611,1.01,0.031,-4.964169572455,-0.0938171972849995,,1.261,,,,,,,N,
HD167060,HD 167060  ,G3V,-0.01,0.04,0.96,0.09,5835,53,1.67,4.849,2.266,1.001,0.033,,,,1.096,,,,,,,N,
HD16714,HD 16714  ,G5V,-0.2,0.01,0.19,,5515,62,1,7.176,3.727,0.855,0.03,-5.05348549688,-0.1862133475,,0.927,,,,,,,N,
HD167300,HD 167300  ,F8V,-0.45,0.01,1.65,0.12,5778,80,2.7,11.154,0.459,0.878,0.012,,,,1.453,,,,,,,N,
HD167359,HD 167359  ,G8V,-0.18,0.02,0.01,,5470,96,2.062,3.361,3.298,0.825,0.029,,,,0.823,,,,,,,N,
HD167389,HD 167389  ,G2/3V,0.01,0.03,2.44,0.1,5882,37,3.41,1.922,1.419,1.034,0.027,-4.70594195505,-0.0141407765800006,0.957258,1.039,,,,,,,N,
HD167665,HD 167665  ,F9 V Fe-0.8 CH-0.4,-0.17,0.03,2.55,0.1,6124,86,3.4,6.135,1.291,1.028,0.034,-4.7911157984,0.0648338653199998,10,1.368,,,,,,,N,
HD16784,HD 16784  ,F8V,-0.65,0.02,1.48,0.12,5772,71,3.6,11.387,0.221,0.864,0.01,,,,1.361,,,,,,,N,
HD168009,HD 168009  ,G2/3V,0.01,0.02,0.86,,5821,43,1.9,6.925,1.318,0.997,0.024,-4.9795649131,0.0204053640800002,,1.208,,,,,,,N,
HD168159,HD 168159  ,K3V,-0.15,0.04,0.87,0.15,4784,142,3.449,4.022,3.755,0.694,0.022,,,,0.747,,,,,,,N,
HD168746,HD 168746  ,G5V,-0.09,0.01,0.48,0.02,5642,78,0.1,,,,,-4.95082247185,-0.0481408320800005,,1.11,1,0.23,6.403,0.065,0.081,,Y,1
HD168769,HD 168769  ,K0V,-0.04,0.05,0.22,,5322,22,3.6,3.881,3.34,0.863,0.035,,,,0.961,,,,,,,N,
HD168863,HD 168863  ,K2/3(III),0.16,0.09,0.07,,4886,29,,2.398,2.542,0.795,0.023,,,,0.836,,,,,,,N,
HD168871,HD 168871  ,G0- V,-0.09,0.01,2.1,0.02,5964,47,3.14,5.872,1.214,1.022,0.026,-4.89363067915,0.0229040517200003,27.1518,1.223,,,,,,,N,
HD16895,* tet Per  ,G2/3V,0.04,0.02,2.96,0.02,6283,141,9,1.957,1.541,1.184,0.041,-4.36032726329,-0.34135146696,,1.456,,,,,,,N,
HD16905,HD 16905  ,K4V,0.15,0.07,,,4852,97,,4.29,3.863,0.795,0.022,,,35.816601,0.804,,,,,,,N,
HD169586,HD 169586  ,G0V,0.24,0.03,2.58,0.04,6120,72,10.8,3.714,0.692,1.259,0.05,-4.83189372674,0,,1.749,,,,,,,N,
HD169830,HD 169830  ,F7 V,0.11,0.01,0.82,,6197,70,3.49,2.91,0.372,1.374,0.035,-4.954098886185,0.000918942394999789,,1.901,2,6.92,225.62,0.81,0.31,5.4381275,Y,2
HD170469,HD 170469  ,G5,0.3,0.03,1.13,0.14,5703,62,2.7,6.015,1.346,1.09,0.027,-4.941228696895,-0.0721720335449998,,1.253,1,0.67,1145,2.24,0.11,10.1460076,Y,1
HD17051,* iot Hor  ,G0V,0.16,0.02,2.52,0.02,6127,74,5.56,0.976,0.811,1.176,0.024,-4.81023210707,0.22051658644,27.1518,1.135,1,2.26,320.1,0.925,0.161,7.5221130,Y,1
HD170657,HD 170657  ,G2/3V,-0.13,0.02,0.35,0.15,5088,89,4.06,3.56,3.452,0.778,0.02,-4.916108536115,0.215965990575,23,0.77,,,,,,,N,
HD170773,HD 170773  ,F5V,-0.03,0.05,,,6590,132,67.2,1.249,0.805,1.311,0.034,,,,1.433,,,,,,,N,
HD170958,HD 170958  ,G5IV,-0.04,0.05,2.35,0.15,5500,70,5.4,2.795,2.816,0.874,0.034,,,,0.872,,,,,,,N,
HD171067,HD 171067  ,G6 V,-0.03,0.03,0.87,0.12,5667,78,5.7,2.876,2.679,0.942,0.032,-4.75531149,-0.130589413779999,3.86713,0.953,,,,,,,N,
HD171238,HD 171238  ,G8V,0.13,0.1,,,5436,76,1.9,4.095,3.574,0.937,0.038,-5.023937178065,0.00747688699499971,19,0.938,1,2.6,1523,2.54,0.4,10.5475609,Y,
HD17156,HD 17156  ,G0,0.15,0.07,2.69,,5925,89,4.2,4.759,1.047,1.187,0.043,-4.91719905503,-0.0355435584499997,,1.566,1,3.195,21.2163979,0.1623,0.6768,1.5762261,Y,1
HD171587,HD 171587  ,G5V,-0.64,0.01,1.22,0.15,5540,75,2.7,3.725,3.573,0.739,0.023,,,,0.752,,,,,,,N,
HD171665,HD 171665  ,G5V,-0.05,0.01,1.65,0.04,5675,57,1.997,3.3,2.765,0.953,0.034,-5.012808754,0.11296299567,28,0.969,,,,,,,N,
HD171918,HD 171918  ,G5V,0.22,0.03,1.33,0.09,5699,59,1.8,7.9,0.958,1.074,0.025,-4.992709515445,0.0164653426549997,38.550499,1.551,,,,,,,N,
HD171990,HD 171990  ,G2/3V,0.06,0.01,2.73,0.1,5990,43,3.06,4.276,0.674,1.253,0.059,-4.82417774729,-0.19642172012,,2.03,,,,,,,N,
HD172051,HD 172051  ,G5V,-0.22,0.02,1.19,0.02,5884,263,0.1,3.425,3.397,0.877,0.032,-4.872932206315,0.0267438343849999,22,0.877,,,,,,,N,
HD172513,HD 172513  ,G8 V,-0.05,0.01,0.42,,5690,165,2.315,3.273,3.245,0.9,0.033,-4.812950159425,0.00331927877499982,26,0.897,,,,,,,N,
HD172568,HD 172568  ,G3V,-0.37,0.05,0.34,,5741,61,,6.124,3.859,0.86,0.04,,,,0.943,,,,,,,N,
HD172643,HD 172643  ,G5V,-0.15,0.05,1.25,0.2,5645,60,,3.075,2.906,0.893,0.039,,,,0.878,,,,,,,N,
HD173885,HD 173885  ,F6V,-0.19,0.04,2.29,0.1,6140,39,4.5,5.344,0.773,1.123,0.053,,,,1.758,,,,,,,N,
HD174153,HD 174153  ,F7V,-0.1,0.04,2.62,0.1,6161,51,5.4,3.899,1.434,1.094,0.049,,,,1.279,,,,,,,N,
HD17439,HD 17439  ,G5V,0.07,0.04,0.38,,5740,30,2.7,2.119,1.861,1.01,0.04,,,,1.024,,,,,,,N,
HD174545,HD 174545  ,K2 IV,0.25,0.03,0.31,,5171,67,1.747,4.696,3.933,0.89,0.03,-5.116552135585,0.110213629905,45,0.928,,,,,,,N,
HD174912,HD 174912  ,F8,-0.49,0.03,2.16,0.1,5906,63,3.9,8.945,2.003,0.844,0.025,-4.771018831495,0.0519704018950007,11,1.007,,,,,,,N,
HD175179,HD 175179  ,G5V,-0.66,0.02,0.49,,5866,105,4.4,8.723,2.639,0.827,0.029,,,,1.054,,,,,,,N,
HD175345,HD 175345  ,G0V,-0.1,0.03,2.6,0.11,6093,45,2.7,0.998,0.16,2.089,0.122,,,,1.205,,,,,,,N,
HD17548,HD 17548  ,F7/G0(V),-0.55,0.03,2.41,0.1,6100,64,3.6,7.685,2.139,0.883,0.037,,,,1.122,,,,,,,N,
HD176051,HD 176051  ,F9V+K1V,-0.09,0.03,2.43,,5932,63,5.7,5.799,1.833,1.001,0.03,-4.78413078516,0,,2.045,,,,,,,N,
HD176157,HD 176157  ,G2/3V,-0.17,0.03,0.15,,5232,179,0.8,4.285,3.884,0.801,0.029,,,33.444801,0.831,,,,,,,N,
HD176377,HD 176377  ,G2/3V,-0.27,0.03,2.26,0.02,5887,65,0.9,2.379,2.176,0.943,0.032,-4.78213198345,0,15,0.961,,,,,,,N,
HD176666,HD 176666  ,F6V,-0.39,0.05,2.58,0.1,6023,80,2.7,5.759,3.239,0.92,0.05,,,,1.034,,,,,,,N,
HD176986,HD 176986  ,K1/2V,0,0.03,0.09,,4979,72,2.307,4.099,3.767,0.791,0.026,-4.99764374576,0.15082236267,,0.828,,,,,,,N,
HD177122,HD 177122  ,G2V,-0.12,0.04,2.4,0.1,5977,71,2.7,3.255,2.546,1.009,0.052,-4.89769286219,0.12237908432,,1.064,,,,,,,N,
HD177153,HD 177153  ,G2/3V,-0.05,0.03,2.55,0.02,6034,75,3.2,4.549,1.6,1.077,0.033,-4.921294520335,0.102493249785,9,1.275,,,,,,,N,
HD177409,HD 177409  ,G1 V CH-0.4,-0.04,0.01,2.27,0.12,5880,31,2.283,2.023,1.404,1.026,0.026,-4.674076154005,-0.0869176658550002,19,1.039,,,,,,,N,
HD177565,HD 177565  ,G6 V,0.08,0.01,0.44,,5677,54,3,1.774,1.627,0.999,0.025,-4.73460334911,-0.0889361588000002,,0.98,,,,,,,N,
HD177758,HD 177758  ,G1V,-0.57,0.02,1.54,0.03,5883,194,2.261,7.91,3.366,0.871,0.04,-5.203013157525,0.002232195705,,1.29,,,,,,,N,
HD17865,HD 17865  ,F8V,-0.57,0.02,1.73,0.12,5886,87,2.7,10.793,0.794,0.872,0.019,,,,1.355,,,,,,,N,
HD178904,HD 178904  ,G3/5IV,0.1,0.04,0.48,,5736,39,2.7,4.443,2.63,1.012,0.047,,,,1.096,,,,,,,N,
HD178911 B,HD 178911B  ,G5,0.27,0.02,0.47,,,29,2.2,3.641,0.929,1.108,0.018,,,32,0.986,1,6.292,71.487,0.32,0.1243,4.4927934,Y,1
HD178911B,HD 178911B  ,G5,0.26,0.02,0.47,,5865,29,2.2,2.893,1.007,1.128,0.019,-4.86835471832,0.0284468790699997,32,0.986,1,6.292,71.487,0.32,0.1243,4.5135116,Y,1
HD179079,HD 179079  ,G5IV,0.26,0.04,1.97,,,41,1.8,6.314,1.165,1.154,0.048,-4.986949493355,-0.0222253647449993,12.7535,1.798,1,0.08,14.476,0.11,0.115,2.1255309,Y,1
HD179140,HD 179140  ,G3V,0.13,0.03,2.51,0.11,5949,397,3.6,3.25,2.328,1.23,0.063,-4.95019378048,0,,1.819,,,,,,,N,
HD17925,HD 17925  ,K1V,0.15,0.02,2.62,,5178,91,6.3,3.08,3.076,0.858,0.022,-4.401649409945,0.105937808385,7.2,0.747,,,,,,,N,
HD179346,HD 179346  ,G0V,-0.06,0.05,2.66,0.1,6122,58,3.8,1.41,1.249,1.075,0.04,,,0.809245,1.108,,,,,,,N,
HD179949,HD 179949  ,F8V,0.18,0.01,2.5,0.02,6153,64,6.84,1.123,0.836,1.208,0.025,-4.47115695137,-0.0834814902799996,7.6,1.257,1,0.92,3.0925,0.045,0.0104,-1.0097337,Y,1
HD18001,HD 18001  ,G3V,-0.08,0.04,1.24,0.12,5810,74,4.5,2.886,2.634,0.968,0.046,,,,0.991,,,,,,,N,
HD180409,HD 180409  ,G2/3V,-0.17,0.01,2.32,0.1,6031,24,3.43,3.651,1.465,1.004,0.034,-4.78607335361,-0.13943404685,,1.086,,,,,,,N,
HD180684,HD 180684  ,F8V,0.05,0.03,2.51,0.05,6106,66,5.7,4.167,0.735,1.228,0.049,-4.92907715025,-0.00316428008000003,0.513471,1.798,,,,,,,N,
HD18083,HD 18083  ,G0/1V,0.01,0.05,2.66,0.1,5988,94,5.4,2.752,2.33,1.063,0.051,,,,1.097,,,,,,,N,
HD181321,HD 181321  ,G1/G2V,-0.03,0.05,2.95,,5849,96,12,1.882,1.865,0.971,0.031,-4.58529392878,0.31203648451,,0.954,,,,,,,N,
HD181327,HD 181327  ,F5/F6V,0.25,0.05,3.36,,6437,104,21,0.677,0.506,1.329,0.022,,,2.3,1.366,,,,,,,N,
HD181428,HD 181428  ,G1V,0.04,0.02,2.78,0.07,6117,32,5.4,3.913,0.491,1.186,0.022,-4.86873967573,0,,1.516,,,,,,,N,
HD181433,HD 181433  ,K2IV/V,0.44,0.06,0.75,0.21,4843,54,1.8,5.145,4.106,0.829,0.021,-5.31064152124667,-0.150069905625,,0.857,3,1.2038,9.3743,0.08,0.28,1.3562986,Y,3
HD181720,HD 181720  ,G1V,-0.54,0.03,1.89,,5864,46,1.8,11.394,0.216,0.875,0.009,-4.934766744545,0.0190096655750001,,1.539,1,12.12,956,1.78,0.26,7.8481866,Y,1
HD182572,* b Aql  ,G7IVHdel1,0.4,0.02,0.99,,5581,150,1.93,5.643,2.878,1.09,0.048,-4.949413407685,0.188567621965,40,1.892,,,,,,,N,
HD18262,HD 18262  ,G2/3V,0.3,0.03,2.17,0.1,6446,66,9,1.874,0.195,1.499,0.018,-4.79372684949,0,,1.972,,,,,,,N,
HD1832,HD 1832  ,G2/3V,-0.03,0.03,1.08,,5773,74,2.8,7.346,2.457,0.98,0.035,-4.648447809235,-0.156414479755,0.508559,1.173,,,,,,,N,
